distance_km,hour_of_day,day_of_week,month,priority,speed_kmh
1.055,1,6,2,Standard,14.17
2.687,16,1,4,Standard,13.38
0.743,9,4,6,Standard,7.58
1.254,12,5,3,Standard,7.39
0.711,9,1,6,Express,6.92
1.686,20,5,6,Standard,11.7
0.803,8,1,6,Express,14.67
2.298,19,0,6,Standard,12.73
0.627,12,6,2,Standard,11.82
7.726,2,5,3,Express,42.49
1.177,20,3,6,Standard,16.05
9.827,3,6,6,Standard,28.69
1.558,8,2,3,Standard,8.72
0.812,6,2,1,Express,24.47
14.615,19,3,1,Express,27.57
2.859,22,3,4,Express,10.47
4.188,0,6,3,Express,13.92
2.961,4,4,5,Express,25.23
1.907,8,3,5,Standard,8.46
2.316,0,3,1,Standard,16.47
0.941,11,6,1,Standard,16.37
3.575,21,1,5,Standard,14.08
4.705,18,0,4,Standard,12.5
7.08,2,5,2,Standard,18.75
4.042,19,0,2,Standard,12.29
15.73,21,2,4,Standard,37.88
2.42,8,1,3,Standard,9.56
5.174,23,1,4,Standard,15.61
3.596,15,1,5,Standard,8.75
0.951,4,4,2,Standard,19.24
2.304,16,5,1,Standard,11.52
8.605,10,1,6,Standard,18.37
5.949,22,0,2,Standard,18.7
2.951,16,3,2,Standard,10.66
5.095,0,6,5,Standard,18.66
2.258,23,2,5,Standard,17.11
5.455,8,2,6,Standard,7.9
1.161,14,3,2,Standard,6.05
3.942,9,2,6,Express,20.13
4.249,16,3,3,Express,14.19
2.847,16,6,2,Standard,10.83
4.318,7,4,5,Standard,7.72
5.687,10,4,5,Standard,12.14
1.121,13,3,2,Standard,11.37
4.76,2,6,3,Standard,14.55
1.51,9,1,2,Standard,7.41
5.694,13,6,1,Express,13.28
1.094,17,4,5,Standard,11.62
3.367,15,2,2,Standard,9.95
8.76,5,1,2,Standard,30.8
2.239,14,6,2,Express,23.0
1.771,16,6,1,Standard,7.25
1.306,14,5,4,Standard,16.85
2.175,22,1,3,Express,15.28
2.036,13,4,4,Standard,6.75
1.524,18,5,6,Standard,18.72
2.491,20,1,4,Express,25.15
7.318,0,2,3,Standard,27.05
3.474,9,3,4,Standard,11.62
0.955,20,1,1,Standard,9.49
1.622,7,2,6,Express,15.41
1.713,19,1,3,Standard,5.33
7.271,18,5,1,Standard,13.67
0.95,11,0,6,Standard,6.43
5.614,23,0,6,Standard,18.99
2.217,21,6,1,Standard,14.07
1.039,12,3,4,Standard,14.22
4.158,4,0,5,Standard,24.74
6.25,17,3,5,Standard,6.89
4.2,2,2,6,Express,16.08
3.508,17,2,6,Standard,7.97
2.394,14,2,4,Standard,12.88
1.423,8,6,5,Standard,14.8
1.308,14,2,4,Express,10.66
1.279,20,6,2,Standard,9.39
0.697,16,6,1,Standard,27.87
1.334,12,4,1,Standard,7.63
8.715,0,6,6,Standard,18.73
1.2,12,5,2,Standard,6.02
1.033,12,2,1,Express,13.01
1.762,18,0,4,Standard,13.13
5.106,16,0,3,Standard,13.04
6.576,19,3,2,Express,15.97
1.171,12,3,3,Standard,3.21
2.336,11,2,4,Standard,11.62
4.639,15,0,1,Standard,28.65
2.386,19,1,6,Standard,11.59
7.678,15,4,3,Standard,17.01
0.918,0,3,4,Standard,26.44
0.71,0,6,3,Standard,9.33
0.953,16,0,2,Standard,18.96
9.108,23,5,3,Standard,54.2
26.177,22,4,3,Standard,41.57
2.096,11,0,4,Standard,7.09
1.083,22,5,3,Standard,6.36
1.211,0,4,4,Standard,17.8
1.697,11,3,1,Standard,7.26
9.217,22,1,1,Standard,21.17
12.606,10,6,6,Standard,30.94
6.9,1,3,1,Standard,23.43
8.036,0,4,4,Standard,21.2
1.2,18,0,3,Standard,10.77
1.26,21,0,5,Standard,8.64
1.507,10,6,4,Standard,20.09
3.628,18,3,3,Standard,7.03
1.442,8,3,4,Standard,15.63
1.019,12,5,6,Standard,16.15
1.383,15,3,2,Standard,6.55
1.271,11,3,3,Standard,5.27
1.147,17,6,1,Express,11.56
5.815,0,5,6,Standard,13.35
3.143,19,6,6,Standard,13.87
1.708,17,0,1,Express,16.28
2.193,1,4,5,Standard,11.11
0.705,15,3,2,Standard,22.66
4.928,21,2,3,Standard,14.92
2.093,6,1,4,Standard,13.43
5.997,21,0,4,Express,40.08
2.92,18,0,2,Express,11.38
2.169,21,5,4,Standard,5.59
12.951,23,1,1,Express,36.61
2.918,21,2,6,Standard,13.72
4.45,19,4,5,Standard,18.5
8.397,10,4,5,Standard,21.24
1.539,8,1,1,Standard,4.11
0.508,13,1,6,Standard,15.49
4.803,15,5,5,Standard,12.02
3.941,6,1,4,Standard,28.15
3.601,21,3,2,Standard,11.7
0.566,10,1,4,Express,9.38
1.837,20,1,4,Standard,8.76
1.678,18,2,2,Express,16.34
10.013,14,5,3,Standard,19.47
2.247,19,1,2,Standard,9.45
17.584,22,1,1,Standard,37.13
1.641,0,4,2,Express,45.74
3.023,12,2,6,Standard,14.41
0.757,16,3,3,Standard,4.17
2.584,17,3,1,Standard,6.13
0.575,11,0,3,Standard,4.72
2.884,18,2,1,Standard,6.47
5.143,14,2,6,Standard,20.73
2.894,20,6,6,Express,11.2
3.525,9,3,5,Standard,19.86
1.09,12,1,4,Standard,4.07
0.957,17,0,4,Express,4.34
11.088,12,2,3,Standard,18.52
2.64,7,4,6,Express,16.62
3.157,8,5,4,Express,17.58
2.377,7,0,6,Standard,14.65
0.843,15,4,3,Express,5.3
1.655,5,6,6,Express,30.8
2.449,20,4,1,Standard,13.95
20.107,12,1,6,Standard,36.1
6.853,16,2,6,Standard,10.84
0.771,8,4,4,Standard,19.68
0.523,23,2,3,Standard,9.91
1.901,8,1,2,Standard,5.23
0.535,12,6,3,Standard,19.87
1.638,21,4,4,Express,20.37
1.099,19,3,4,Standard,15.33
3.147,19,4,2,Standard,9.53
2.746,19,1,6,Standard,12.06
3.309,21,0,4,Standard,14.54
1.062,14,2,4,Standard,12.78
3.883,10,2,6,Standard,7.39
3.031,15,6,6,Express,9.27
1.46,8,2,2,Express,14.83
1.598,13,4,5,Standard,5.63
0.913,12,6,6,Express,6.98
9.461,23,0,5,Express,35.55
2.503,7,0,2,Standard,15.17
1.373,17,2,5,Express,4.56
1.163,1,5,6,Standard,24.63
1.824,11,1,2,Express,22.66
3.173,0,4,4,Standard,18.51
0.765,11,2,6,Standard,3.76
1.83,23,2,5,Standard,10.55
5.332,19,0,5,Standard,12.2
1.666,14,5,5,Standard,11.8
1.953,8,4,6,Standard,16.78
2.221,1,6,4,Standard,18.91
2.883,20,5,4,Standard,8.77
11.537,20,0,2,Standard,39.9
1.031,0,3,5,Standard,10.2
1.03,12,3,1,Standard,6.22
1.841,3,3,5,Standard,15.89
1.678,6,1,4,Standard,11.1
5.777,10,5,1,Standard,14.25
4.361,8,3,4,Standard,7.17
3.264,1,5,1,Standard,19.39
5.107,21,2,3,Standard,13.87
1.847,19,1,2,Express,17.95
2.838,20,3,5,Express,7.5
1.145,16,5,4,Standard,17.03
1.79,10,2,5,Standard,8.02
1.553,18,0,3,Standard,17.42
0.467,16,2,1,Standard,4.62
2.575,8,3,3,Standard,6.81
2.611,21,5,5,Standard,17.09
2.03,15,5,6,Standard,14.36
2.306,18,5,6,Express,9.54
9.504,8,1,4,Standard,22.0
1.624,15,5,4,Standard,4.04
1.824,18,0,4,Standard,11.17
2.452,9,4,1,Standard,12.42
1.032,15,4,5,Express,10.24
1.532,7,1,5,Standard,13.52
3.098,21,1,5,Standard,13.52
4.309,20,5,6,Standard,30.54
2.018,7,6,2,Standard,17.18
1.266,18,5,2,Standard,8.27
1.516,14,2,6,Standard,3.74
0.743,12,3,1,Standard,6.66
1.507,23,3,3,Standard,9.52
0.927,19,5,3,Standard,13.46
0.704,9,2,6,Standard,11.42
5.267,23,5,6,Standard,19.61
20.894,23,2,4,Standard,36.02
1.31,19,3,6,Standard,8.64
2.542,14,4,4,Standard,5.67
2.531,17,0,4,Standard,7.7
3.818,9,0,5,Standard,10.33
1.202,12,6,4,Standard,10.56
4.966,22,1,4,Standard,19.5
14.05,14,4,3,Standard,15.59
3.69,23,5,4,Express,12.43
1.871,19,5,2,Standard,9.53
2.262,16,0,4,Express,8.31
1.595,17,5,4,Standard,16.94
2.265,19,5,4,Standard,12.86
21.45,6,2,1,Express,26.19
0.982,13,0,3,Standard,4.0
2.354,11,0,2,Standard,10.84
14.187,10,4,3,Standard,33.31
0.62,19,1,4,Standard,9.97
4.928,0,6,4,Standard,14.4
3.688,10,4,2,Standard,13.93
6.587,10,6,6,Standard,24.57
1.659,10,6,2,Standard,15.32
9.553,12,6,3,Standard,20.27
5.724,17,0,6,Standard,10.0
1.012,12,5,1,Express,4.61
2.714,14,0,4,Standard,24.92
0.561,17,0,3,Standard,12.79
0.886,12,2,2,Standard,13.99
11.999,10,6,3,Standard,25.87
3.292,11,2,6,Express,13.14
4.969,18,3,3,Standard,7.54
0.433,21,4,2,Standard,5.77
6.202,19,1,4,Standard,23.45
0.909,5,4,6,Standard,23.37
15.804,19,6,6,Express,16.14
2.312,18,0,2,Express,14.39
2.886,23,6,2,Standard,13.08
0.548,10,4,3,Standard,3.58
2.32,6,3,5,Standard,9.55
1.193,16,2,1,Standard,7.56
0.725,6,0,1,Standard,22.9
1.635,18,5,3,Standard,9.37
7.49,20,4,1,Express,13.43
4.701,23,1,6,Standard,15.98
3.349,10,0,2,Standard,10.0
2.804,20,2,3,Express,25.44
4.984,9,3,6,Express,15.58
1.701,19,6,5,Express,15.95
4.435,11,3,4,Standard,8.81
7.315,0,3,6,Standard,16.11
1.028,11,6,4,Standard,11.22
3.743,15,2,3,Express,15.63
2.164,23,0,6,Express,18.64
3.174,16,2,5,Standard,13.09
3.255,18,3,1,Standard,8.41
1.084,21,0,3,Standard,20.54
9.967,9,2,3,Standard,11.86
2.98,14,2,6,Express,18.27
3.807,10,3,4,Express,7.63
5.424,22,6,4,Standard,15.62
2.236,23,2,5,Standard,11.34
2.372,21,1,1,Express,10.99
1.517,9,1,4,Express,9.23
16.392,7,3,6,Standard,28.44
5.487,23,3,3,Express,19.64
2.264,1,5,5,Standard,15.95
11.714,20,0,5,Express,32.68
0.951,21,5,6,Standard,15.21
2.211,9,4,5,Standard,12.82
5.377,22,3,6,Standard,7.37
1.592,21,2,3,Express,15.92
9.003,1,4,5,Standard,20.41
0.456,16,5,1,Standard,10.66
1.581,15,3,3,Express,12.86
6.94,1,3,4,Standard,34.13
1.148,8,3,4,Standard,10.13
3.569,17,0,1,Standard,6.51
2.23,13,1,3,Standard,9.3
4.193,18,6,2,Standard,16.7
2.386,7,5,1,Standard,23.86
3.931,0,5,1,Standard,16.47
1.208,2,5,1,Standard,9.52
1.426,20,4,6,Standard,8.06
0.307,13,2,4,Express,2.75
4.626,0,4,3,Standard,11.6
5.639,1,4,3,Standard,22.33
1.873,7,1,5,Standard,10.77
20.628,21,4,4,Express,31.39
2.057,19,6,4,Standard,13.11
8.17,21,2,5,Standard,23.72
2.742,19,3,1,Standard,11.02
6.184,11,2,1,Standard,11.28
0.591,0,3,6,Standard,6.77
1.338,9,4,4,Standard,9.35
1.6,16,6,2,Express,17.97
7.614,1,0,2,Standard,24.58
2.858,16,1,1,Standard,11.8
1.644,5,2,3,Standard,26.18
5.45,8,0,1,Standard,12.61
4.039,10,0,6,Standard,15.82
4.622,23,3,4,Standard,15.61
5.12,18,6,1,Standard,17.35
3.0,19,3,1,Standard,13.92
2.155,21,3,1,Express,23.32
2.041,21,3,2,Standard,12.82
2.304,9,2,3,Standard,10.69
2.174,11,2,4,Express,7.64
0.422,12,1,5,Standard,8.35
3.415,22,2,3,Express,18.93
2.26,19,6,5,Standard,10.29
2.381,7,3,3,Standard,15.09
1.183,19,1,1,Express,10.05
0.789,4,2,5,Standard,13.09
1.18,19,2,3,Express,8.71
1.721,0,4,3,Express,25.73
3.463,18,0,3,Standard,17.54
8.96,18,3,1,Express,17.5
1.745,17,3,4,Standard,6.71
2.648,15,3,6,Standard,6.77
5.746,10,4,2,Express,20.38
2.716,1,6,6,Express,21.08
1.534,11,4,5,Standard,6.25
2.137,23,0,5,Standard,20.04
0.552,13,1,2,Standard,1.96
1.482,16,6,4,Standard,8.68
1.119,12,2,1,Express,5.0
9.44,13,2,5,Standard,19.56
5.397,1,2,6,Standard,28.12
5.57,11,5,1,Express,29.68
6.01,22,3,1,Standard,21.83
1.757,12,6,3,Standard,23.25
4.602,19,6,1,Standard,13.91
0.831,14,1,4,Standard,6.16
2.06,10,1,4,Standard,6.22
2.32,14,3,2,Standard,8.88
6.15,15,2,5,Standard,11.73
4.138,10,1,3,Express,8.37
1.127,18,4,5,Standard,8.99
1.266,18,2,3,Standard,11.8
4.226,23,3,1,Standard,20.81
1.094,21,5,4,Standard,12.3
1.332,9,0,1,Express,20.22
2.631,20,0,3,Express,11.9
5.127,6,1,2,Standard,14.96
5.697,22,0,3,Standard,39.82
8.148,19,5,3,Standard,12.83
5.694,8,2,6,Standard,7.95
2.917,0,3,2,Standard,7.75
1.993,9,1,4,Standard,12.14
1.686,7,3,6,Standard,11.41
0.851,15,5,1,Standard,4.67
6.452,22,3,5,Standard,16.99
4.728,12,4,3,Standard,10.56
5.751,22,2,3,Standard,12.47
1.884,22,0,3,Standard,19.43
0.9,12,0,3,Express,6.51
1.137,18,0,4,Standard,9.22
4.512,19,4,5,Express,14.05
1.433,23,6,4,Standard,13.23
0.774,14,6,4,Standard,11.85
0.523,3,0,5,Express,5.7
4.953,20,0,3,Standard,24.1
2.092,22,4,1,Standard,12.51
1.256,19,5,6,Standard,8.33
2.144,3,6,2,Standard,20.42
9.279,17,3,6,Standard,14.88
2.99,19,3,4,Standard,9.0
0.944,17,4,6,Standard,15.59
6.261,0,3,6,Standard,16.97
1.722,13,0,5,Express,13.84
0.672,18,3,2,Standard,15.02
1.501,22,2,3,Standard,12.72
2.488,13,4,4,Standard,11.24
2.336,23,5,1,Standard,13.74
1.08,20,3,3,Standard,10.45
2.853,21,4,5,Standard,15.71
8.165,22,6,6,Standard,38.68
1.628,1,6,2,Standard,7.53
5.215,22,5,5,Express,23.75
2.618,6,4,5,Standard,14.7
1.996,15,3,3,Express,10.56
14.716,20,5,3,Standard,24.04
2.607,19,1,6,Standard,10.13
17.405,20,2,2,Standard,25.83
7.22,6,3,4,Standard,27.28
1.509,2,4,6,Standard,12.46
5.121,22,0,2,Express,13.81
2.315,20,2,5,Standard,10.81
1.734,19,1,1,Standard,5.44
8.857,21,1,6,Standard,15.68
0.965,22,5,5,Express,16.08
1.319,20,2,3,Standard,7.02
3.755,10,6,2,Standard,13.37
1.355,11,1,5,Standard,5.16
19.918,20,4,6,Standard,32.64
3.337,7,4,1,Standard,23.15
1.333,10,3,3,Standard,6.36
0.331,14,0,3,Standard,9.31
0.475,12,1,3,Standard,5.36
1.25,2,5,4,Standard,14.85
2.835,18,4,6,Standard,7.2
0.81,13,5,2,Standard,12.3
1.098,8,0,1,Express,9.33
1.869,13,2,2,Express,6.08
5.166,23,3,2,Express,31.92
2.251,19,4,5,Standard,9.53
1.688,12,3,6,Standard,4.88
1.746,9,0,2,Express,18.45
1.742,17,4,1,Express,18.99
1.224,16,4,3,Express,4.26
7.766,10,5,1,Standard,23.87
0.833,18,1,5,Standard,28.3
6.391,1,6,2,Express,17.39
2.814,22,1,3,Standard,15.54
3.715,18,1,1,Express,19.49
1.222,22,3,6,Standard,8.68
5.27,14,0,1,Standard,6.13
3.052,18,3,2,Standard,11.76
24.785,0,0,2,Standard,57.79
3.258,22,3,1,Standard,18.79
2.805,20,6,3,Express,18.28
3.513,15,5,3,Standard,8.29
3.092,18,1,6,Standard,9.12
1.166,19,2,5,Standard,12.35
0.752,5,6,4,Standard,7.76
10.319,10,3,3,Express,11.71
2.535,14,3,3,Standard,7.64
1.436,14,1,3,Standard,8.71
1.805,13,0,4,Standard,3.02
1.256,10,0,1,Express,14.66
0.907,13,4,4,Standard,13.73
2.602,20,3,2,Standard,9.4
1.239,7,1,3,Standard,8.85
7.691,0,6,3,Standard,15.36
5.379,1,4,6,Standard,9.6
0.348,13,4,1,Standard,3.35
1.059,20,2,1,Express,12.54
2.019,20,1,3,Standard,15.59
2.063,19,6,5,Standard,16.61
1.855,14,5,6,Standard,6.13
1.83,15,4,3,Standard,14.64
1.873,11,2,3,Standard,10.55
9.078,16,1,4,Standard,16.56
0.992,22,0,3,Standard,12.84
2.338,10,2,3,Standard,8.12
1.206,0,5,3,Standard,12.09
0.39,1,6,6,Standard,9.56
2.0,14,2,4,Standard,8.03
3.512,6,1,5,Standard,20.63
13.042,7,4,4,Standard,23.44
1.927,20,0,5,Standard,11.08
1.018,9,4,1,Standard,7.86
0.919,0,4,2,Standard,11.77
1.444,14,5,5,Standard,12.65
3.659,17,5,3,Standard,12.03
4.797,4,6,5,Standard,17.12
1.383,14,4,4,Standard,7.71
0.878,18,2,5,Standard,11.66
1.273,23,2,3,Standard,7.03
8.911,11,1,1,Standard,20.63
1.064,11,4,1,Standard,9.18
5.454,18,4,3,Standard,15.7
1.407,16,2,3,Express,22.2
2.168,23,2,2,Standard,9.91
2.881,8,4,6,Standard,12.28
3.222,17,4,1,Standard,12.34
20.187,20,0,4,Standard,33.9
6.056,21,4,4,Standard,16.5
6.624,20,2,4,Standard,27.22
0.798,22,3,2,Standard,11.0
1.183,18,0,5,Express,17.88
9.589,13,6,1,Standard,27.07
4.451,22,2,6,Standard,11.93
0.703,13,4,4,Standard,20.4
1.504,23,2,6,Standard,4.72
5.486,5,4,1,Standard,19.36
0.455,0,1,4,Standard,15.61
13.923,21,1,6,Standard,25.15
2.357,12,0,6,Express,7.92
4.179,14,6,4,Standard,15.26
0.476,14,0,3,Standard,4.09
10.411,13,6,6,Standard,11.5
1.648,22,5,4,Standard,9.76
1.93,18,2,2,Standard,7.58
0.63,13,3,1,Standard,5.9
2.045,17,3,3,Standard,10.02
1.261,7,2,3,Standard,16.21
2.723,0,5,1,Standard,15.76
1.338,14,3,3,Standard,8.07
5.856,8,1,5,Standard,15.79
0.92,9,1,3,Standard,8.56
1.647,11,4,3,Standard,16.47
10.329,12,6,4,Standard,13.56
0.95,0,2,4,Standard,10.37
2.531,13,5,1,Standard,12.8
0.458,16,6,1,Standard,9.11
1.591,13,6,2,Standard,18.01
1.134,11,0,1,Standard,6.12
2.634,19,6,1,Standard,14.91
1.424,5,0,6,Standard,18.51
3.175,14,6,5,Standard,14.79
1.497,18,4,2,Standard,19.11
4.411,2,5,4,Standard,23.15
2.479,22,3,2,Standard,14.78
3.995,10,6,6,Standard,17.67
3.195,18,1,1,Standard,13.58
2.987,19,1,3,Express,17.75
0.885,9,1,3,Standard,12.44
2.223,19,5,4,Standard,10.27
1.847,21,1,5,Standard,13.51
9.367,22,2,5,Express,22.44
5.71,12,5,1,Standard,20.58
3.708,10,4,1,Standard,14.53
0.944,7,1,1,Express,17.51
1.478,12,6,6,Standard,5.65
5.169,22,5,6,Standard,14.98
1.165,8,1,1,Standard,5.44
0.819,18,5,4,Standard,7.27
1.34,21,5,4,Standard,5.6
3.458,22,4,4,Standard,22.35
4.459,18,2,4,Standard,11.47
4.632,22,2,4,Standard,12.97
1.305,14,1,2,Standard,7.65
3.842,19,2,5,Standard,10.5
1.284,9,1,4,Standard,13.88
2.625,13,5,4,Express,12.16
2.506,19,4,3,Standard,9.02
2.099,10,3,3,Standard,10.1
17.965,13,5,2,Standard,34.77
3.52,22,1,5,Standard,22.27
0.726,17,6,1,Standard,9.86
5.42,12,2,6,Express,12.04
1.203,21,4,5,Standard,7.97
16.664,0,4,2,Standard,34.62
0.527,15,4,3,Standard,4.54
1.81,19,1,4,Standard,6.54
4.61,18,5,2,Standard,9.68
0.703,7,2,3,Standard,4.55
1.595,2,6,1,Express,16.08
4.999,15,3,4,Express,9.4
0.926,19,4,4,Standard,16.34
22.081,14,3,2,Express,33.4
9.456,21,2,4,Express,30.57
1.153,2,6,4,Standard,13.02
1.049,7,0,5,Standard,18.08
1.546,18,3,5,Standard,4.78
20.989,7,3,4,Standard,15.92
3.648,4,5,2,Standard,14.32
5.472,5,6,4,Standard,24.47
24.647,23,5,5,Standard,35.84
8.602,0,1,1,Standard,31.0
2.684,17,3,1,Standard,13.96
5.441,4,5,1,Standard,22.16
1.208,14,1,4,Standard,20.81
0.88,9,4,6,Standard,11.08
0.881,21,3,3,Express,8.55
2.778,23,1,1,Express,47.9
17.968,22,3,2,Standard,42.92
1.087,18,5,3,Standard,16.31
1.4,10,4,5,Standard,7.95
4.204,6,3,6,Express,40.5
2.788,19,5,4,Standard,20.15
1.76,20,2,6,Standard,9.17
7.431,21,4,4,Standard,21.28
1.544,23,2,4,Express,22.71
0.61,18,1,4,Standard,17.03
4.898,20,4,2,Standard,20.01
7.702,22,0,5,Standard,24.98
2.155,23,3,3,Express,9.92
0.417,7,0,4,Express,15.59
1.181,17,1,6,Standard,7.11
1.025,10,0,1,Standard,10.23
5.524,0,5,4,Standard,14.08
2.569,14,6,5,Standard,42.43
0.441,21,2,3,Express,28.33
3.531,21,3,6,Express,15.65
1.258,15,6,3,Standard,10.53
3.809,15,6,2,Standard,17.06
3.91,6,1,5,Express,29.33
0.555,17,5,1,Standard,4.56
2.905,1,6,4,Standard,14.94
1.188,12,4,2,Standard,7.52
0.76,13,6,6,Express,12.65
3.703,15,1,5,Standard,6.67
1.005,0,5,5,Standard,8.86
1.118,16,1,3,Standard,9.79
1.072,19,2,6,Express,12.03
5.423,18,0,4,Standard,12.26
2.464,8,4,1,Standard,10.72
1.308,9,3,6,Standard,4.56
1.812,0,6,3,Express,13.54
4.322,21,6,5,Standard,9.28
1.95,23,6,5,Standard,10.0
1.429,10,2,3,Standard,5.67
0.669,2,6,1,Express,16.05
1.633,12,2,1,Standard,7.01
1.168,16,4,5,Standard,8.36
10.496,0,1,5,Standard,27.66
1.819,9,2,4,Standard,6.85
2.973,13,1,4,Standard,24.66
4.254,0,5,3,Standard,13.92
1.828,20,4,4,Express,19.1
0.826,11,6,4,Standard,9.1
2.525,0,1,4,Standard,28.15
2.461,3,5,6,Standard,18.04
3.457,20,1,4,Standard,16.0
1.723,18,0,6,Express,6.91
14.666,12,3,4,Standard,27.26
4.131,15,0,3,Express,16.14
0.344,11,0,4,Standard,2.35
2.002,15,4,3,Standard,11.68
8.654,0,0,1,Standard,44.31
3.222,18,1,6,Standard,17.87
4.058,20,4,1,Standard,19.82
0.676,19,5,4,Express,11.94
1.886,20,0,6,Standard,18.3
0.369,12,4,5,Standard,13.97
18.009,16,1,3,Standard,31.75
21.088,16,0,5,Standard,30.97
2.45,2,5,5,Express,18.99
1.768,18,3,5,Standard,9.56
3.333,13,1,1,Standard,12.58
1.208,13,5,5,Standard,29.78
0.687,10,3,3,Standard,9.03
2.008,22,4,5,Standard,15.79
4.811,22,3,4,Standard,15.76
1.108,22,1,1,Standard,8.12
14.831,0,5,1,Standard,17.66
3.203,7,6,5,Standard,24.48
1.852,23,0,5,Standard,23.31
0.868,11,5,2,Standard,13.52
8.451,0,2,6,Standard,37.89
3.423,19,0,1,Standard,11.75
1.444,15,0,5,Standard,8.37
0.647,13,5,3,Standard,10.36
2.568,2,5,4,Standard,15.08
1.657,20,3,6,Standard,13.2
1.991,11,4,6,Standard,6.35
2.708,1,0,1,Express,10.54
3.725,3,5,4,Express,25.8
1.753,22,1,6,Standard,23.12
0.859,9,2,2,Standard,12.42
2.78,21,2,3,Standard,26.9
1.535,22,5,5,Standard,22.19
1.427,7,4,4,Standard,16.16
19.281,19,4,4,Standard,21.06
1.527,15,4,6,Standard,17.12
1.632,10,2,5,Standard,7.5
2.863,23,2,3,Express,23.87
1.431,11,2,4,Express,13.07
0.823,19,2,1,Express,20.28
1.914,19,1,3,Standard,6.43
4.078,18,6,6,Express,18.91
2.949,1,5,4,Standard,18.03
0.962,18,4,3,Standard,13.02
0.932,10,1,1,Standard,3.53
3.282,9,5,6,Standard,22.04
7.971,18,6,4,Standard,19.75
2.04,0,1,2,Standard,17.53
24.865,23,2,3,Standard,51.83
8.257,9,3,6,Standard,10.94
1.909,22,1,6,Express,11.78
2.53,17,4,1,Standard,11.22
2.033,0,1,3,Express,12.32
1.638,10,4,4,Standard,6.48
0.457,18,3,5,Standard,19.82
0.724,20,5,4,Standard,7.22
3.116,19,6,1,Express,12.09
3.373,16,3,6,Standard,9.04
0.981,0,6,2,Standard,13.96
2.817,8,3,1,Standard,9.88
3.263,8,0,6,Standard,12.89
5.379,6,2,2,Standard,29.16
7.105,2,5,3,Standard,20.29
1.349,1,3,5,Standard,23.68
2.517,2,6,2,Standard,36.11
6.008,4,6,5,Express,30.89
0.883,17,1,2,Standard,6.52
0.823,14,6,2,Express,13.62
3.318,16,5,3,Standard,14.99
1.126,13,0,5,Express,26.81
2.846,9,2,1,Standard,19.48
2.49,9,3,5,Standard,11.62
0.568,14,4,1,Standard,11.05
1.247,11,2,1,Standard,8.57
2.633,0,4,1,Express,24.58
4.002,12,0,6,Standard,11.98
1.155,18,5,4,Standard,10.16
2.291,15,6,5,Standard,19.64
1.726,10,1,2,Express,14.79
1.961,11,2,6,Standard,9.51
7.063,18,6,4,Standard,15.9
4.245,15,6,2,Standard,11.29
4.118,18,6,4,Standard,12.35
5.177,12,4,3,Standard,8.2
3.549,9,6,2,Standard,12.84
1.826,14,3,3,Standard,17.96
3.368,15,3,3,Standard,20.83
0.622,19,5,6,Standard,2.15
1.951,11,6,1,Standard,17.05
1.568,12,0,5,Express,8.01
1.904,11,0,5,Standard,9.32
3.553,21,0,4,Express,23.34
1.706,21,3,3,Express,13.87
2.915,9,0,4,Standard,8.09
1.204,22,2,5,Express,18.77
1.89,11,0,5,Standard,12.11
3.667,20,4,4,Standard,17.79
0.706,11,3,2,Standard,6.75
3.387,8,1,3,Standard,10.9
2.269,13,6,5,Express,17.77
1.286,13,0,1,Standard,13.49
4.289,23,5,1,Express,25.56
1.131,13,1,5,Standard,5.06
1.009,14,3,6,Standard,15.02
1.205,10,3,4,Standard,9.82
0.718,7,0,5,Standard,7.31
6.604,10,3,4,Standard,30.48
1.066,9,2,5,Express,11.58
3.772,18,1,5,Standard,9.88
1.752,7,6,3,Standard,9.44
1.023,18,0,1,Express,8.51
1.158,17,6,3,Standard,12.44
5.334,23,5,2,Standard,13.56
1.264,16,3,6,Standard,7.96
2.353,9,6,5,Standard,11.88
1.023,22,3,3,Standard,17.88
5.358,22,3,3,Standard,13.88
1.732,17,1,4,Standard,9.35
0.916,10,0,1,Standard,10.44
3.081,17,4,1,Standard,10.22
4.59,10,4,1,Standard,20.08
0.831,8,2,5,Express,18.31
0.875,2,5,6,Standard,11.02
1.043,11,5,3,Standard,10.91
2.976,10,0,3,Standard,9.51
2.375,9,1,2,Standard,10.86
2.434,21,1,5,Standard,19.17
3.04,18,5,5,Express,8.59
1.279,17,4,5,Express,10.72
3.345,2,4,1,Standard,28.0
1.38,13,5,6,Standard,14.07
2.103,11,1,1,Standard,14.07
4.016,3,5,2,Standard,30.12
1.704,10,0,6,Standard,14.07
3.34,16,2,2,Standard,12.12
7.886,23,2,3,Standard,23.06
0.838,14,0,1,Standard,12.84
1.08,13,6,1,Standard,22.09
0.936,9,2,4,Standard,11.26
1.542,12,4,3,Standard,7.92
10.53,8,1,4,Express,13.78
1.315,22,2,5,Standard,24.67
5.142,0,4,1,Standard,21.93
6.2,2,6,4,Standard,18.76
7.48,9,5,4,Standard,20.32
3.833,3,4,3,Standard,20.85
2.159,8,2,1,Express,11.32
19.776,13,6,1,Express,35.85
1.012,13,5,1,Standard,16.79
1.759,11,3,5,Express,5.17
1.785,6,4,6,Standard,14.91
0.547,22,4,5,Standard,10.83
2.886,15,1,6,Standard,10.64
1.188,1,4,3,Standard,22.51
19.998,18,4,1,Standard,21.54
4.289,17,4,1,Standard,10.51
